3430;495;47405;C/. Manuel Uribe - Mesena-Arturo Soria;443741,758617;4479716,201784
3431;495;64028;C/. Toscana - Aquitania-Av. Guadalajara;448151,321099;4474890,369123
3432;495;79007;Acceso A-1 - A-1-Av. Niceto Alcalá Zamora;444177,549573;4483758,199194
3433;495;02064;DR. ESQUERDO S-N - VALDERRIBAS-GARIBAY;443039,179776;4472982,516408
3434;495;06020;VELAZQUEZ S-N (EN RT) - MARIA MOLINA-LOPEZ HOYOS;442178,250617;4476811,207666
3435;495;06021;MARIA MOLINA, 40 O-E (EN RT) - VELAZQUEZ-NUÑEZ DE BALBOA;442214,997858;4476756,810452
3436;495;97061;Entrada desde M-30 S-N - M-30 - Méndez Álvaro;442646,984458;4471576,936160
3437;495;30003;Pº DE LA FLORIDA, 52 S-N - P.P. 35-MOZART;438634,971629;4475304,760922
3438;495;30005;GTA. SAN ANTONIO LA FLORIDA INTERIOR O-E -;438565,677072;4475482,930835
3439;495;97029;Av. Pablo Iglesias N-S  - Juan Montalvo - Reina Victoria;439994,826233;4477914,723474
3440;495;31029;MORERAS S-N - RAMIRO MAEZTU-JUAN XXIII;439207,250149;4478385,008486
3441;495;32045;Pº DIRECCION S-N - YEROS-AV. ASTURIAS;440716,848816;4480595,079122
3442;495;35045;MARTINEZ IZQUIERDO O-E - (PILAR DE ZARAGOZA-VILLAFRANCA);443535,565413;4476434,943677
3443;495;35048;AV. BRASILIA N-S - (PZA. VENECIA-AV. BRASILIA);444034,774911;4476975,697666
3444;495;90012;-;439137,137737;4473768,872724
3445;495;39058;(TAC) ENTRADA M-40 A RAFAELA YBARRA;439497,637600;4468691,327988
3446;495;39059;(TACTICO) GUETARIA S-N(ALZOLA-VILLABONA);439358,149398;4469144,830871
3447;495;49001;PAULINA ODIAGA E-O;438743,914727;4471948,124051
3448;495;60056;PADRE DAMIAN - (CONCHA ESPINA-RAFAEL SALGADO);441894,543751;4478480,007998
3449;495;60079;AV. DE ASTURIAS O-E - (CONDE DE SERRALLO-PZA. CASTILLA);441541,070770;4479996,220177
3450;495;60087;SANTIAGO BERNABEU - (ENTRADA PL. QUITO);441733,341924;4478117,318463
3451;495;60088;MENDEZ CASARIEGO - (ENTRADA PL. QUITO);441775,555989;4478087,279216
3452;495;61701;(AFOROS)PRINCIPE DE VERGARA N-S (ES21) - (ALBERTO ALCOCER-POTOSI);442710,668606;4478959,153805
3453;495;62002;BRAVO MURILLO E-O - (CONDE SERRALLO-NARDO);441434,623334;4479853,142085
3454;495;63056;JUAN DE OLIAS E-O - (INFANTA MERCEDES-BRAVO MURILLO);440606,241443;4478525,970670
3455;495;63057;BRAVO MURILLO S-N - (HERNANI-PALENCIA);440452,523713;4478112,221352
3456;495;63058;SAN RAIMUNDO E-O - (TOPETE-BRAVO MURILLO);440418,098756;4478359,665811
3457;495;79016;Vía Servicio A-1 - Arroyo de Valdebebas-Francisco Pi y Margall;443491,571767;4483004,280687
3458;495;79022;C/. Quintanavides  - Foresta-Abetal;443543,096144;4483339,154053
3459;495;79023;C/. Puerto de Somport  - Av.Burgos-Foresta;443476,022833;4483181,783564
3460;495;04004;ALFONSO XIII, 51 N-S - ALHELIES-RAMON Y CAJAL;443521,609607;4478463,211263
3461;495;04005;RAMON Y CAJAL, 69 O-E - GABRIEL GALAN-ALFONSO XIII;443429,617696;4478389,821593
3462;495;10015;MENENDEZ PELAYO, 75 S-N - AMADO NERVO-PL. NIÑO JESUS;442695,355262;4473754,265047
3463;495;13019;(AFOROS) Pº INFANTA ISABEL E-O - ALFONSO XII-GTA. CARLOS V;441540,858046;4473490,160121
3464;495;13020;(AFOROS) Pº INFANTA ISABEL E-O(SUBTERRANEO) - ALFONSO XII-RDA.VALENCIA;441531,363611;4473480,769313
3465;495;13051;-;441667,367908;4474668,247610
3466;495;13052;-;440882,332728;4472864,338323
3467;495;13053;-;440823,067089;4472841,800541
3468;495;23006;-;439383,161674;4477088,608690
3469;495;23007;-;439568,647057;4477235,031483
3470;495;30013;LOECHES O-E - ANICETO MARINAS-AV. VALLADOLID;437946,630521;4476096,575081
3471;495;97066;Pº Ruperto Chapi E-O - Entrada Pte Franceses;438051,029547;4476384,134123
3472;495;31021;ANTONIO MACHADO S-N - DEHESA VILLA-ALDE.MARTIN ALZAGA;439160,588929;4479424,769521
3473;495;31022;ALCALDE MARTIN ALZAGA E-O - AGUILAR DE CAMPO-ANTONIO MACHADO;439175,732810;4479553,451391
3474;495;34008;LOPEZ DE HOYOS E-O - MARCENADO-MANTUANO;443041,587816;4477572,130466
3475;495;90014;-;439621,139389;4473540,426246
3476;495;90015;-;439770,012569;4473484,474452
3477;495;90016;-;439821,825640;4473327,389258
3478;495;90017;-;439653,071504;4473469,865933
3479;495;25002;(TACTICO)SAN MAGIN S-N;439488,743478;4470938,223359
3480;495;39006;AV. POBLADOS O-E(GUETARIA-R.YBARRA);439495,455306;4469685,422149
3481;495;51024;CASTROJERIZ SENTIDO NE-SO;437280,638249;4471089,599225
3482;495;83002;GRANVIA DEL ESTE E-O;447178,728839;4470774,984612
3483;495;94004;(TAC)L.MARQUESADO SO-NO(GIRO S.EZEQUIEL);439590,038146;4465248,808955
3484;495;94005;R. PINTO NE-SO(MONTEJO-S.EZEQUIEL);439605,632849;4465356,664496
3485;495;43009;(AFOROS) AV. MONFORTE LEMOS E-O - COL. PRINCIPE-FINISTERRE;440635,581577;4481475,763125
3486;495;61021;SANTA MARIA MAGDALENA  - (PRIETO UREÑA-ROSA JARDÓN);443182,213575;4479876,052670
3487;495;53006;Av. Marqués de Corbera - Hermanos Machado-Santa Prisca;445048,068249;4475704,066033
3488;494;PM10712;PM10712;444169,274493;4474969,111928
3489;494;PM107231;PM107231;444160,022052;4474971,051563
3490;494;PM10832;PM10832;444005,126240;4474145,194825
3491;494;PM10861;PM10861;443865,179014;4473806,038539
3492;494;PM10862;PM10862;443842,587626;4473819,293305
3493;494;PM10865;PM10865;443851,962406;4473814,505917
3494;494;PM22971;PM22971;440570,954047;4481796,925565
3495;494;PM30752;PM30752;444574,585231;4474518,631011
3496;494;PM32352;PM32352;436950,960816;4478796,203583
3497;495;06019;LOPEZ HOYOS, 28 S-N - LAGASCA-VELAZQUEZ;442140,309256;4476889,822931
3498;495;97023;Av. Gregorio del Amo O-E  - estación Metro - Juan XXIII;439123,844846;4477803,360878
3499;495;97033;Juan XXIII S-N  - Gra. Asensio Cabanillas - Av. Moncloa;439161,358980;4477733,561518
3500;495;97034;Juan XXIII - N-S  - Ramiro Maetzu - Av. Moncloa;439272,628381;4477891,269857
3501;495;35014;CARTAGENA N-S - (MARTINEZ IZQUIEROD-AV. TOREROS);443238,204131;4476218,040417
3502;495;35015;CARTAGENA S-N - (AV. TOREROS-MARTINEZ IZQUIERDO);443241,532020;4476155,256536
3503;495;35016;CARTAGENA S-N(LONDRES-AV. TOREROS) - (LONDRES-AV. TOREROS);443232,596035;4476004,309923
3504;495;35017;AV. TOREROS E-O - (RAFAELA BONILLA-CARTAGENA);443370,542543;4476143,321211
3505;495;97073;-;439532,765999;4472851,754870
3506;495;97074;-;439648,239315;4472794,056585
3507;495;97075;-;439639,504552;4472644,917733
3508;495;55018;Av. de los Andes  - Boj -Añil;447662,974986;4478815,825413
3509;495;78005;Av. Santo Domingo de la Calzada  - Castiello de Jaca-Av. Camino de Santiago;443187,256971;4484649,533697
3510;494;PM12961;PM12961;440486,661755;4481746,237840
3511;495;23015;-;439788,745799;4477013,749020
3512;495;30021;(TACTICO) OBISPO TREJO O-E - SENDA DEL REY-MARTIN FIERRO;438025,291553;4476640,374693
3513;495;97020;Av. Reina Victoria E-O - Castillo Piñeiro - Pablo Iglesias;440159,189332;4477834,401530
3514;495;31030;JUAN XXIII E-O - RAMIRO MAEZTU-MORERAS;439302,372666;4478312,805608
3515;495;97077;-;439772,794650;4472489,090964
3516;495;97078;-;439762,251762;4472495,330738
3517;495;25005;(TACTICO)ALMENDRALES S-N;440654,651236;4471190,031649
3518;495;61026;JEREZ - (SAN TELMO-PASEO DE LA HABANA);442538,087358;4479723,038708
3519;495;79009;Av. Francisco Pi y Margall - Niceto Alcalá Zamora-Príncipe Carlos;444996,126098;4482202,546930
3520;495;79010;C/. Príncipe Carlos  - Pintor Ignacio de Zuloaga-Francisco Pi y Margall;444847,208927;4482130,499218
3521;494;PM20001;PM20001;443264,076599;4482826,563148
3522;495;97055;Méndez Álvaro O-E -  (Ariel - M-30);442567,011768;4471862,633641
3523;495;13004;ALFONSO XII S-N - FELIPE IV-MENDEZ NUÑEZ;441664,229495;4474399,181356
3524;495;31004;FRANCOS RODRIGUEZ O-E - PAMPLONA-JUAN ENCINA;440157,705292;4478884,698273
3525;495;35008;CARTAGENA S-N - MARQUES DE AHUMADA-AV. AMERICA;443204,733032;4476702,148429
3526;495;35009;CARTAGENA N-S - (MEJICO-MARQUES DE AHUMADA);443245,624362;4476661,824001
3527;495;39037;(TAC)E.BARRE.GIRO S-N(ALERCE-CONIFERAS);440832,242577;4468753,415893
3528;495;44402;C/. Tumaco - Tumaco-Tampico;446224,754368;4477558,755811
3529;495;64029;C/. Aquitania - Sarre-Toscana;448090,650414;4474819,183873
3530;495;77409;C/. Valcarlos (giro a Puente la Reina) - Av. Camino de Santiago-Puente la Reina;443294,544183;4483675,445356
3531;494;PM21307;PM21307;441323,370635;4470793,003389
3532;494;PM21941;PM21941;438109,526672;4475349,513473
3533;494;PM22081;PM22081;437488,835462;4476421,994993
3556;495;25032;CNO. PERALES E-O(PETROLEO-ANTONIO LOPEZ);441089,060400;4470463,391134
3557;495;66001;Pl. Grecia - Pl. Grecia-M-40;448574,314122;4476376,856461
3558;494;PM22391;PM22391;436815,353790;4479450,920829
3559;494;PM22392;PM22392;436802,039067;4479443,579570
3560;494;PM22851;PM22851;439429,552069;4481399,880321
3561;494;PM30753;PM30753;444570,435987;4474508,971101
3562;495;01018;(AFOROS) Pº CASTELLANA N-S - EDUARDO DATO-MARQUES DE RISCAL;441703,489947;4476199,672455
3563;495;02026;(TACTICO) ALCALDE SAINZ BARANDA E-O - (GIRO IZQUIERDA A ESPLANDIU);443625,927399;4474627,798891
3564;495;02029;(TACTICO) ALCALDE SAINZ BARANDA E-O - (GIRO IZDA TVE TORREESPAÑA);443918,213872;4474940,032600
3565;495;17031;FERRAZ S-N - BUEN SUCESO-MARQUES DE URQUIJO;439079,064671;4475763,837759
3566;495;24015;V.CARPETANA ENTRE ALBENTOSA-CASTELFLORITE  O-E;437324,042466;4471936,341847
3567;495;24016;N.S.VALVANERA ENTRE A.PAVAS-V.CARPETANA  S-N;437277,279012;4471813,991417
3568;495;24017;V.CARPETANA ENTRE LAGUNA-N.S.VALVANERA  O-E;437176,195758;4471789,267862
3569;495;26014;ACC. M40 A AV.ANDALUCIA E-O;441265,239642;4468675,552878
3570;495;28001;(TACTICO)COVATILLAS S-N;434357,126459;4478444,674076
3571;495;38029;POLAN ENTRADA CRUCE  N-S;438455,368251;4469708,824928
3572;495;49003;MUÑOZ GRANDES N-S;437285,120691;4470984,332231
3573;495;50029;ARGUESO JUNTO LINEA PARADA G.4;438490,225081;4471049,028875
3574;495;50030;ARGUESO JUNTO LINEA PARADA G.5;438484,073808;4471011,615966
3575;495;50701;(AFOROS)OPORTO O-E(ELVAS-PORTALEGRE);438600,619771;4471009,729590
3576;495;51001;OCA ENTRE ALFARO Y NTRA.SRA.DE VALVANERA SENTIDO O-E;437619,978852;4471465,249171
3577;495;98005;(TACTICO) AYLLON ENTRADA CRUCE N-S;434274,560940;4472576,652639
3578;495;05023;SERRANO N-S - GOYA-JORGE JUAN;441754,763069;4475365,595345
3579;495;07008;JUAN BRAVO, 69 E-O - ALCANTARA-CONDE PEÑALVER;442850,408805;4476256,301082
3580;495;61074;(AFORO)COSTA RICA - (PUERTO RICO-VICTOR DE LA SERNA);443022,529373;4479066,334119
3581;495;61079;PUERTO RICO - (GUATEMALA-COSTA RICA);442939,048384;4479142,414816
3582;495;11036;PUERTO SERRANO E-O - PUERTO MIRAVETE-EMBAJADORES;441705,851614;4470992,156320
3583;495;63006;(AFOROS)BRAVO MURILLO N-S - (CARNICER-ALMANSA);440435,700322;4478040,604286
3584;495;63007;BRAVO MURILLO N-S - (ALMANSA-CUATRO CAMINOS);440426,012725;4477955,207312
3585;495;13046;-;441102,863269;4472813,716203
3586;495;13047;-;441042,973497;4472782,016756
3587;495;41003;Av. Albufera  - Sierra de Javalambre-Concordia;443567,356871;4472219,178662
3588;495;32034;(MICRO)CAMINO CHORRILLO S-N - ENTRADA A CRUCE;439715,974333;4480322,166156
3589;495;32035;(MICRO) SINESIO DELGADO O-E - ANTONIO MACHADO-PIEDRAFITA CEBRERO;439684,449140;4480299,382937
3590;495;94008;R. PINTO NE-SO(V.TOBALINA-MONTEJO);439693,530947;4465542,565383
3591;495;33040;AGUSTIN FOXA S-N - ENRIQUE LARRETA-JOSE VASCONCELOS;441974,436363;4480336,030358
3592;495;33041;AGUSTIN DE FOXA N-S - OSE VASCONCELOS-MAURICIO LEGENDRE;441964,773088;4480343,569470
3593;495;44016;C/. Alcalá  - Vicente Espinel-Hermanos García Noblejas;445868,173282;4476689,460732
3594;495;44017;C/. Alcalá  - Arturo Soria-Albarracín;446107,938363;4476796,890437
3595;495;31060;DR. FEDERICO RUBIO Y GALI N-S - MOGUER-FCO. DIEGO;439553,777790;4478828,004985
3596;495;32028;GINZO LIMIA S-N - VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO;440521,895378;4481055,660373
3597;494;PM22571;PM22571;436895,850901;4480901,627139
3598;494;PM22721;PM22721;438308,043639;4480706,083461
3599;494;PM22781;PM22781;438865,294141;4480965,228754
3600;494;PM30901;PM30901;443751,584516;4473266,640721
3601;495;02032;ASTROS E-O - CRUZ DEL SUR-DR. ESQUERDO (FRENTE);443358,930766;4473839,248603
3602;495;02036;ESTRELLA POLAR O-E - PEZ AUSTRAL-SIRIO;443705,247435;4473796,401475
3603;495;02037;DR. ESQUERDO N-S - ALCALDE SAINZ BARANDA-MONEDA (EN RT);443308,494062;4474362,649022
3604;495;04023;(TACTICO) PL. CATALUÑA S-N - (LAZO EXTENSION GRUPO 7);442660,001874;4477998,560396
3605;495;04025;(TACTICO) ALHELIES E-O - ALFONSO XIII-LOS NARCISOS;443588,756456;4478670,194690
3606;495;05001;SERRANO, 218 N-S - PL. REPUBLICA DEL SALVADOR-CONCHA ESPINA;442369,233534;4478411,898566
3607;495;07005;(AFOROS) FRANCISCO SILVELA N-S (EN RT) - MALDONADO-JUAN BRAVO;443018,143103;4476256,663227
3608;495;07006;AZCONA, 7 N-S (EN ARQUETA) - ARDEMANS-FRANCISCO SILVELA;443141,721390;4476263,506948
3609;495;10019;MENENDEZ PELAYO N-S - PIO BAROJA-NIÑO JESÚS(PUERTA GRANADA);442689,295023;4473960,493719
3610;495;10020;MENENDEZ PELAYO N-S - GIRO IZDA. PZA. NIÑO JESÚS;442695,129344;4473955,523385
3611;494;PM107642;PM107642;444096,438019;4474518,840174
3612;495;07010;CONDE PEÑALVER, 60 N-S (EN RT) - PADILLA-JOSE ORTEGA GASSET;442832,182788;4475999,785554
3613;495;07011;CONDE PEÑALVER S-N (EN RT) - D. RAMON CRUZ-JOSE ORTEGA GASSET;442826,041147;4475800,971647
3614;495;11009;Pº CHOPERA E-O - JAIME EL CONTESTADOR-FERNANDO POO;440718,853955;4472000,101496
3615;495;11010;JAIME EL CONQUISTADOR N-S - TORRES MIRANDA-CTE. BENÍTEZ;440868,996589;4472344,664208
3616;495;09021;FCO. SILVELA S-N - JOSE ORTEGA Y GASSET-PL. MANUEL BECERRA;443285,527102;4475863,435718
3617;495;10016;MENENDEZ PELAYO, 67 S-N - ANUNCIACION-PUERTA GRANADA;442708,531496;4473931,729277
3618;495;97042;DON PEDRO O-E - MORERIA-BAILEN;439490,534594;4473926,897941
3619;495;18017;-;439621,557156;4476494,012738
3620;495;18019;-;440132,210520;4475477,517944
3621;495;17016;SERRANO JOVER E-O - ALBERTO AGUILERA-PRINCESA;439511,993416;4475904,412181
3622;495;21013;-;441241,725118;4476830,993525
3623;495;27004;AV. REAL PINTO S-N(OXIGENO-ARROYO BUENO);440139,180920;4466891,540847
3624;495;27005;DR. M. AREVA SO-NE(HDEZ LAZ.-REAL PINTO);440065,425780;4466602,157162
3625;495;28041;OSA MAYOR E-O(ESPINOS-ARAQUIL);434139,112282;4479306,788808
3626;495;28042;CRA.HUMERAS-N (RIAZA-OSA MAYOR);434056,648153;4479181,260622
3627;495;28043;CRA.HUMERAS-N (OSA MAYOR-RIAZA);434054,158898;4479174,749115
3628;495;51010;NTRA.SRA.DE FÁTIMA ENTRE DEL ESPINAR Y MUÑOZ GRANDES SENTIDO S-N;436952,127715;4471106,486677
3629;495;51012;MUÑOZ GRANDES ENTRE CON.DE LA LAGUNA Y ANTOLINA MERINO SENTIDO S-N;436955,186292;4471230,657672
3630;495;39052;SANTUARIO S-N(CRIST VICTORIA-EVANGELIOS);440724,768687;4470678,766595
3631;495;39053;PIEDRABUENA E-O(TOMELLOSO-SANTUARIO);440770,128039;4470728,304220
3632;495;39054;SANTUARIO N-S(ASUNCION-EVANGELIOS);440701,513332;4470837,261201
3633;495;98021;(TACTICO)SAN FILIBERTO N-S;439308,074135;4470996,443535
3634;495;50037;ANTONIO LEYVA S-N(ARLANZA-GUADALETE);439281,210130;4471246,119942
3635;495;98300;(MICRO)MARCELO USERA CCTV;439273,190704;4470971,756688
3636;495;80011;(AFOROS)GRAL. FANJUL O-E(GUAREÑA-AV. POBLADOS);435290,448925;4470912,049482
3637;495;98011;CTRA.DE BOADILLA E-O (N V-CARABIAS);435166,687797;4472521,784628
3638;495;31039;-;439645,413997;4478515,869609
3639;495;31048;OFELIA NIETO S-N - FRANCOS RODRIGUEZ-VILLAAMIL;439973,464079;4479337,948797
3640;495;98007;CTRA. BOADILLA O-E(CTRA. M502-AYLLON);434195,048690;4472576,636371
3641;495;80033;CTRA.CARABANCHEL A ARAVACA O-E(M-502-SANCHIDRIAN)85mts;434363,450633;4472364,331389
3642;495;61050;COLOMBIA - (CHILE-PRINCIPE DE VERGARA);442781,472258;4478922,071162
3643;495;42001;Av. Cardenal Herrera Oria - Isla del Yeso-Isla Tabarca;438667,448622;4481417,750547
3644;495;44022;C/. Alcalá - Mateo García-San Gumersindo;444863,094383;4476189,789481
3645;495;44023;C/. Alcalá  - Concejal Juilo Gómez-Hermanos Machado;445005,320768;4476221,210633
3646;495;45029;C/. Fuente Carrantona  - Prolongación O`Donnell-Pl. Alsacia;447094,802566;4474423,802517
3647;495;45045;C/. José Arcones Gil  - Portugalete-Gandhi;446467,955529;4475421,198980
3648;495;53030;Lago Constanza (puerta Principal Cementerio) - Lago Constanza-Av. Daroca;445358,966751;4475449,542641
3649;495;53033;C/. Ezequiel Solana  - Ezequiel Solana-Francisco Villaespesa;445532,386286;4475755,086555
3650;495;16063;CUESTA SAN VICENTE E-O - ENTRADA TUNEL A-5;439214,456090;4474866,310801
3651;495;16064;M-30 SALIDA TUNEL O-E - ENTRADA GTA. SAN VICENTE (150mts);438948,147725;4474628,576374
3652;495;16300;(MICRO) CUESTA SAN VICENTE N-S - DELANTE GRUPO 1 (P.M.1);439626,040642;4475075,171204
3653;495;13009;ALFONSO XII N-S - ALBERTO BOSCH-ESPALTER;441657,737897;4474049,957302
3654;495;13011;ALFONSO XII S-N - CUESTA CLAUDIO MOYANO-ESPALTER;441676,264225;4473913,636167
3655;495;50013;PORTALEGRE N-S(ALEJANDRO SANCHEZ-VALLE ORO);438705,435197;4471245,142359
3656;495;55031;Entrada desde M40 oeste - M-40 -  Av. los Andes;447629,713007;4479071,880943
3657;495;55032;Entrada desde M40 este -  M40 - Av. Andes;447894,868404;4478925,389662
3658;495;55036;C/.Silvano - Mosqueda-Haendel;447022,572044;4479494,762858
3659;495;56002;C/. López de Hoyos - Guisona-Gran Vía de Hortaleza;444715,609223;4480091,784876
3660;495;56006;C/. Mar Caspio  - Mar de las Antillas-Felipe Herranz;445205,286999;4480733,363956
3661;495;64404;Av. Canillejas a Vicálvaro - Av. Guadalajara-Suecia;448246,265795;4475038,861693
3662;495;61118;(TACTICO)TORPEDERO TUCUMAN N-S  - (ENTRADA CRUCE);442975,764289;4479290,963864
3663;495;62004;BRAVO MURILLO N-S - (AZUCENAS-CONDE VALLELLANO);440989,356629;4479546,087005
3664;495;71001;C/. Alcalá - Electra-San Romualdo;447447,695137;4477269,509770
3665;495;71002;C/. Alcalá  - Electra-Av. Canillejas a Vicalvaro;447660,653317;4477337,150651
3666;495;71011;C/. San Romualdo - Julián Camarillo-Albasanz;447413,460685;4476748,977099
3667;495;62047;GENERAL YAGÜE - (LAZAGA-INFANTA MERCEDES);440859,952597;4478907,414072
3668;495;62048;GENERAL YAGÜE - (GENERAL RAMIRES DE MADRID-GENERAL CABRERA);441041,049562;4478862,438310
3669;495;14039;RIBERA DE CURTIDORES N-S - (ENTRADA AL CRUCE);440095,196158;4473362,276051
3670;495;14040;GASOMETRO S-N - (Pº ACACIAS-RONDA TOLEDO);440003,909883;4473223,072386
3671;495;15003;(AFOROS) ALCALA E-O - PL. INDEPENDENCIA-PL. CIBELES;441550,213258;4474794,115338
3672;495;16022;GRAN VIA S-N - SILVA-LIBREROS;440109,092900;4474949,876899
3673;495;21029;-;441303,740866;4476266,475756
3674;495;21030;-;441396,817105;4476250,646924
3675;495;30009;AV. VALLADOLID, 65 N-S - LOECHES-DEPENDENCIA DE TRAFICO;438132,296664;4475918,734235
3676;495;30010;AV. VALLADOLID, 65 S-N - DEPENDENCIA DE TRAFICO-LOECHES;438067,306180;4476026,342364
3677;495;43007;(AFOROS) AV. MONFORTE LEMOS O-E - GINZO LIMIA-FINISTERRE;440470,924582;4481416,105920
3678;495;93001;-;439038,720551;4480877,402272
3679;495;71006;C/. Alcalá  - San Mariano-Gutiérrez Canales;448095,316110;4477636,338178
3680;495;73409;Carretera El Pardo - Carretera El Pardo-Acceso Polideportivo Somontes;436173,064081;4482445,877895
3681;495;74007;C/. Samaniego  - Arrastaria-Campezo;450589,661844;4477558,583463
3682;495;39055;(TAC) CTO VEGA S-N(CTO LEPANTO-CTO VICT);440570,431768;4470532,092403
3683;495;13010;CASADO ALISAL O-E - Pº DEL PRADO-ALFONSO XII;441564,631199;4474139,073696
3684;495;49019;GRAL. RICARDOS E-O(BATALLA TORRIJOS-NTRA. SRA. LUZ);437178,445759;4470773,333115
3685;495;49029;OPORTO S-N(VALLE ORO-GRAL. RICARDOS)(FRENTE-DECHA);438068,197128;4471316,614852
3686;495;49030;OCA N-S(MATILDE FERNANDEZ-GRAL. RICARDOS);437875,298865;4471413,145734
3687;495;50028;(TACTICO) LUIS GOMEZ S-N;438171,323740;4471173,035353
3688;495;84015;AV. EURO ENTRE REUS Y AGUACATE;437161,156093;4469142,928573
3689;495;34032;SANTA HORTENSIA O-E - CLARA DEL REY-CORAZON DE MARIA;443497,731281;4477489,472174
3690;495;34033;PRADILLO, 59 E-O - PANTOJA-NUREMBERG;443061,649648;4478005,384528
3691;495;13028;(AFOROS) Pº DEL PRADO N-S - PL. PLATERIAS-GTA. CARLOS V;441297,955180;4473908,507964
3692;495;13037;JOSE ANTONIO ARMONA N-S - SEBASTIAN ELCANO-SANTA MARIA CABEZA;440965,350832;4473147,179455
