identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
79019;1/11/13 2:30;52;0;1;F;0;N;5
79020;1/11/13 2:30;124;0;4;F;0;N;5
79021;1/11/13 2:30;104;0;3;F;0;N;5
79022;1/11/13 2:30;16;0;1;F;0;N;5
79023;1/11/13 2:30;36;0;4;F;0;N;5
79024;1/11/13 2:30;24;0;1;F;0;N;5
79025;1/11/13 2:30;60;0;3;F;0;N;5
79026;1/11/13 2:30;236;1;7;F;0;N;5
79027;1/11/13 2:30;80;0;4;F;0;N;5
79028;1/11/13 2:30;60;1;5;F;0;N;5
79029;1/11/13 2:30;24;0;3;F;0;N;5
79030;1/11/13 2:30;36;0;3;F;0;N;5
79031;1/11/13 2:30;0;0;0;F;0;N;5
79032;1/11/13 2:30;32;0;2;F;0;N;5
79401;1/11/13 2:30;0;0;0;F;0;N;5
79507;1/11/13 2:30;56;1;4;F;0;N;5
79519;1/11/13 2:30;44;0;1;F;0;N;5
79520;1/11/13 2:30;95;0;4;F;0;N;5
79523;1/11/13 2:30;4;0;0;F;0;N;5
79524;1/11/13 2:30;20;0;3;F;0;N;5
79525;1/11/13 2:30;12;0;2;F;0;N;5
79526;1/11/13 2:30;96;1;6;F;0;N;5
25005;1/11/13 2:30;36;20;22;G;0;N;5
25006;1/11/13 2:30;84;1;7;G;0;N;5
25007;1/11/13 2:30;36;2;4;G;0;N;5
25008;1/11/13 2:30;36;1;2;G;0;N;5
25009;1/11/13 2:30;180;2;8;G;0;N;5
25021;1/11/13 2:30;132;1;5;G;0;N;5
25031;1/11/13 2:30;60;5;9;G;0;N;1
25036;1/11/13 2:30;0;0;0;G;0;N;1
26004;1/11/13 2:30;0;0;0;G;0;N;1
26006;1/11/13 2:30;60;1;3;G;0;E;4
26007;1/11/13 2:30;0;0;0;G;0;N;5
26008;1/11/13 2:30;12;0;1;G;0;N;5
26009;1/11/13 2:30;60;1;5;G;0;N;5
26010;1/11/13 2:30;72;1;4;G;0;N;5
26011;1/11/13 2:30;144;1;9;G;0;N;5
26012;1/11/13 2:30;300;1;6;G;0;N;5
26013;1/11/13 2:30;192;1;3;G;0;N;5
26014;1/11/13 2:30;96;1;4;G;0;N;5
26015;1/11/13 2:30;72;1;3;G;0;E;5
26016;1/11/13 2:30;48;1;1;G;0;E;5
26017;1/11/13 2:30;180;1;5;G;0;N;5
26018;1/11/13 2:30;0;0;0;G;0;E;5
26020;1/11/13 2:30;84;1;3;G;0;E;5
26021;1/11/13 2:30;126;1;4;G;0;E;5
26022;1/11/13 2:30;516;3;12;G;0;N;5
26023;1/11/13 2:30;24;1;2;G;0;E;5
26024;1/11/13 2:30;66;1;2;G;0;E;5
26025;1/11/13 2:30;96;2;8;G;0;N;5
26026;1/11/13 2:30;36;1;2;G;0;E;5
26027;1/11/13 2:30;36;1;2;G;0;N;5
26028;1/11/13 2:30;12;0;1;G;0;N;5
26029;1/11/13 2:30;0;0;0;G;0;E;5
26030;1/11/13 2:30;24;1;2;G;0;N;5
26500;1/11/13 2:30;65;1;4;G;0;N;5
28043;1/11/13 2:30;0;0;0;G;0;N;1
36008;1/11/13 2:30;0;0;0;G;0;N;5
36009;1/11/13 2:30;72;1;6;G;0;N;5
36010;1/11/13 2:30;12;0;1;G;0;N;5
36011;1/11/13 2:30;12;0;1;G;0;N;5
36012;1/11/13 2:30;72;1;4;G;0;N;5
36013;1/11/13 2:30;0;0;0;G;0;N;5
39006;1/11/13 2:30;60;1;2;G;0;N;5
39007;1/11/13 2:30;12;9;10;G;0;N;5
39008;1/11/13 2:30;48;1;4;G;0;N;5
39009;1/11/13 2:30;120;2;6;G;0;N;5
39010;1/11/13 2:30;24;6;8;G;0;N;5
39011;1/11/13 2:30;120;1;5;G;0;E;5
39012;1/11/13 2:30;60;1;5;G;0;N;5
39013;1/11/13 2:30;48;1;3;G;0;N;5
39014;1/11/13 2:30;48;1;2;G;0;N;5
39016;1/11/13 2:30;12;1;2;G;0;N;5
39017;1/11/13 2:30;36;0;3;G;0;N;5
39019;1/11/13 2:30;120;4;6;G;0;N;5
39020;1/11/13 2:30;84;1;2;G;0;N;5
39022;1/11/13 2:30;42;1;2;G;0;E;5
39023;1/11/13 2:30;24;1;2;G;0;N;5
39024;1/11/13 2:30;72;1;3;G;0;N;5
39031;1/11/13 2:30;90;1;3;G;0;E;5
39032;1/11/13 2:30;48;1;3;G;0;N;5
39033;1/11/13 2:30;24;1;2;G;0;E;5
39034;1/11/13 2:30;72;1;3;G;0;N;5
39036;1/11/13 2:30;36;1;1;G;0;N;5
39038;1/11/13 2:30;48;0;2;G;0;N;5
39039;1/11/13 2:30;60;1;2;G;0;N;5
39041;1/11/13 2:30;24;0;2;G;0;N;5
39043;1/11/13 2:30;0;0;0;G;0;N;5
39046;1/11/13 2:30;12;1;2;G;0;N;5
39049;1/11/13 2:30;45;1;4;G;0;N;4
39050;1/11/13 2:30;0;0;0;G;0;N;5
39051;1/11/13 2:30;24;1;2;G;0;N;5
39052;1/11/13 2:30;36;1;2;G;0;E;5
39057;1/11/13 2:30;24;1;2;G;0;N;5
39058;1/11/13 2:30;0;0;0;G;0;N;5
39059;1/11/13 2:30;12;0;1;G;0;N;5
39060;1/11/13 2:30;36;0;2;G;0;N;5
48002;1/11/13 2:30;240;3;10;G;0;N;5
48011;1/11/13 2:30;180;2;8;G;0;N;5
48012;1/11/13 2:30;60;1;6;G;0;N;5
48013;1/11/13 2:30;48;2;5;G;0;N;5
48014;1/11/13 2:30;48;1;4;G;0;N;5
48016;1/11/13 2:30;84;1;4;G;0;N;5
48017;1/11/13 2:30;72;1;4;G;0;N;5
48018;1/11/13 2:30;48;1;2;G;0;N;5
48019;1/11/13 2:30;72;2;7;G;0;N;5
48020;1/11/13 2:30;48;1;5;G;0;N;5
48021;1/11/13 2:30;132;2;10;G;0;N;5
48022;1/11/13 2:30;0;0;0;G;0;N;5
48023;1/11/13 2:30;0;0;0;G;0;E;5
48024;1/11/13 2:30;216;4;18;G;0;N;5
48025;1/11/13 2:30;240;3;11;G;0;N;5
48027;1/11/13 2:30;132;1;6;G;0;N;5
48033;1/11/13 2:30;12;1;2;G;0;N;5
48092;1/11/13 2:30;84;35;39;G;0;N;5
