identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
4022;1/8/13 0:30;0;0;0;C;0;N;5
4023;1/8/13 0:30;245;3;21;C;0;N;5
4025;1/8/13 0:30;17;10;10;C;0;N;5
5001;1/8/13 0:30;144;2;6;C;0;N;5
5002;1/8/13 0:30;348;2;9;C;0;N;5
5003;1/8/13 0:30;288;1;7;C;0;N;5
5004;1/8/13 0:30;941;3;14;C;0;N;5
5005;1/8/13 0:30;60;1;2;C;0;N;5
5006;1/8/13 0:30;237;2;9;C;0;N;5
5007;1/8/13 0:30;322;3;13;C;0;N;5
5008;1/8/13 0:30;1025;3;20;C;0;N;5
5009;1/8/13 0:30;687;10;23;C;0;N;5
5010;1/8/13 0:30;703;3;18;C;0;N;5
5011;1/8/13 0:30;602;2;16;C;0;N;5
5012;1/8/13 0:30;593;3;11;C;0;N;5
5013;1/8/13 0:30;280;1;5;C;0;N;5
5014;1/8/13 0:30;195;3;10;C;0;N;5
5015;1/8/13 0:30;237;2;10;C;0;N;5
5016;1/8/13 0:30;627;2;15;C;0;N;5
5017;1/8/13 0:30;119;4;13;C;0;N;5
5018;1/8/13 0:30;406;2;10;C;0;N;5
5019;1/8/13 0:30;661;4;18;C;0;N;5
5020;1/8/13 0:30;712;2;18;C;0;N;5
5021;1/8/13 0:30;407;2;10;C;0;N;5
5022;1/8/13 0:30;170;1;7;C;0;N;5
5023;1/8/13 0:30;508;6;17;C;0;N;5
5024;1/8/13 0:30;449;2;12;C;0;N;5
5708;1/8/13 0:30;1072;3;17;C;0;N;5
6001;1/8/13 0:30;737;3;19;C;0;N;5
6002;1/8/13 0:30;187;1;7;C;0;N;5
6003;1/8/13 0:30;601;3;16;C;0;N;5
6004;1/8/13 0:30;177;1;5;C;0;N;5
6005;1/8/13 0:30;161;2;7;C;0;N;5
6006;1/8/13 0:30;143;1;4;C;0;N;5
6008;1/8/13 0:30;263;12;18;C;0;N;5
6009;1/8/13 0:30;280;3;11;C;0;N;5
6010;1/8/13 0:30;339;2;9;C;0;N;5
6011;1/8/13 0:30;135;3;11;C;0;N;5
6012;1/8/13 0:30;162;2;7;C;0;N;5
6013;1/8/13 0:30;1093;6;26;C;0;N;5
6014;1/8/13 0:30;475;2;13;C;0;N;5
6015;1/8/13 0:30;542;2;14;C;0;N;5
6016;1/8/13 0:30;458;2;12;C;0;N;5
6017;1/8/13 0:30;517;3;20;C;0;N;5
6018;1/8/13 0:30;246;4;20;C;0;N;5
6019;1/8/13 0:30;195;2;5;C;0;N;5
6020;1/8/13 0:30;517;3;11;C;0;N;5
6021;1/8/13 0:30;424;2;11;C;0;N;5
6022;1/8/13 0:30;170;2;7;C;0;N;5
6023;1/8/13 0:30;390;4;16;C;0;N;5
6024;1/8/13 0:30;568;2;15;C;0;N;5
6025;1/8/13 0:30;669;4;17;C;0;N;5
6026;1/8/13 0:30;102;2;8;C;0;N;5
6027;1/8/13 0:30;559;2;14;C;0;N;5
6028;1/8/13 0:30;491;3;13;C;0;N;5
6029;1/8/13 0:30;347;2;14;C;0;N;5
6030;1/8/13 0:30;382;2;10;C;0;N;5
6031;1/8/13 0:30;94;1;4;C;0;N;5
6032;1/8/13 0:30;85;1;7;C;0;N;5
6033;1/8/13 0:30;212;2;8;C;0;N;5
6035;1/8/13 0:30;211;1;9;C;0;N;5
6036;1/8/13 0:30;102;2;4;C;0;N;5
6037;1/8/13 0:30;187;2;8;C;0;N;5
6038;1/8/13 0:30;144;1;6;C;0;N;5
6039;1/8/13 0:30;101;2;8;C;0;N;5
6040;1/8/13 0:30;42;1;4;C;0;N;5
6041;1/8/13 0:30;43;2;5;C;0;N;5
6042;1/8/13 0:30;262;6;23;C;0;N;5
6043;1/8/13 0:30;34;1;3;C;0;N;5
6300;1/8/13 0:30;424;11;36;C;0;N;5
6302;1/8/13 0:30;152;4;13;C;0;N;5
6303;1/8/13 0:30;69;1;6;C;0;N;5
6304;1/8/13 0:30;102;2;9;C;0;N;5
6305;1/8/13 0:30;161;6;16;C;0;N;5
6306;1/8/13 0:30;424;11;36;C;0;N;5
6307;1/8/13 0:30;424;11;36;C;0;N;5
6716;1/8/13 0:30;729;2;11;C;0;N;5
7001;1/8/13 0:30;457;2;12;C;0;N;5
7002;1/8/13 0:30;424;2;11;C;0;N;5
7003;1/8/13 0:30;170;5;11;C;0;N;5
7004;1/8/13 0:30;551;1;11;C;0;N;5
7005;1/8/13 0:30;365;1;7;C;0;N;5
7006;1/8/13 0:30;305;3;13;C;0;N;5
7007;1/8/13 0:30;85;2;6;C;0;N;5
7008;1/8/13 0:30;136;1;5;C;0;N;5
7009;1/8/13 0:30;93;1;4;C;0;N;5
7010;1/8/13 0:30;144;2;6;C;0;N;5
7011;1/8/13 0:30;110;1;4;C;0;N;5
7012;1/8/13 0:30;85;1;7;C;0;N;5
7014;1/8/13 0:30;51;1;5;C;0;N;5
7015;1/8/13 0:30;76;0;6;C;0;N;5
8001;1/8/13 0:30;144;0;3;C;0;N;5
8002;1/8/13 0:30;161;2;6;C;0;N;5
8003;1/8/13 0:30;51;0;4;C;0;N;5
8004;1/8/13 0:30;185;4;9;C;0;N;5
8005;1/8/13 0:30;110;1;4;C;0;N;5
8006;1/8/13 0:30;178;2;8;C;0;N;5
8007;1/8/13 0:30;42;9;11;C;0;N;5
8008;1/8/13 0:30;212;2;9;C;0;N;5
8009;1/8/13 0:30;136;1;5;C;0;N;5
8010;1/8/13 0:30;195;2;8;C;0;N;5
8011;1/8/13 0:30;119;2;5;C;0;N;5
8012;1/8/13 0:30;119;2;5;C;0;N;5
