identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
56033;12/7/13 7:15;127;1;7;F;0;N;3
56034;12/7/13 7:15;45;1;8;F;0;N;4
57005;12/7/13 7:15;230;2;14;F;0;N;4
59002;12/7/13 7:15;170;2;9;F;0;N;2
64031;12/7/13 7:15;53;1;13;F;0;N;3
64014;12/7/13 7:15;640;7;27;F;0;N;3
65008;12/7/13 7:15;320;2;10;F;0;N;3
65018;12/7/13 7:15;153;1;6;F;0;N;3
65020;12/7/13 7:15;110;1;8;F;0;N;4
65024;12/7/13 7:15;180;1;9;F;0;N;4
65041;12/7/13 7:15;100;1;8;F;0;N;3
69002;12/7/13 7:15;95;0;5;F;0;N;4
71401;12/7/13 7:15;40;1;7;F;0;N;1
74011;12/7/13 7:15;20;0;2;F;0;N;1
74012;12/7/13 7:15;115;2;20;F;0;N;4
76002;12/7/13 7:15;70;1;16;F;0;N;2
76003;12/7/13 7:15;73;2;8;F;0;N;3
75022;12/7/13 7:15;80;0;3;F;0;N;2
28046;12/7/13 7:15;20;1;2;G;0;N;3
6007;12/7/13 7:15;1923;6;46;C;0;N;5
6008;12/7/13 7:15;390;3;15;C;0;N;5
6009;12/7/13 7:15;305;2;11;C;0;N;5
6010;12/7/13 7:15;339;1;8;C;0;N;5
6011;12/7/13 7:15;153;3;12;C;0;N;5
6012;12/7/13 7:15;77;1;3;C;0;N;5
6013;12/7/13 7:15;1011;10;30;C;0;N;5
6014;12/7/13 7:15;669;3;17;C;0;N;5
6015;12/7/13 7:15;1144;6;29;C;0;N;5
6016;12/7/13 7:15;924;4;24;C;0;N;5
6017;12/7/13 7:15;576;39;51;C;0;N;5
6018;12/7/13 7:15;170;4;15;C;0;N;5
6004;12/7/13 7:15;144;1;4;C;0;N;5
6005;12/7/13 7:15;254;3;12;C;0;N;5
6006;12/7/13 7:15;600;4;17;C;0;N;5
6019;12/7/13 7:15;152;7;11;C;0;N;5
6020;12/7/13 7:15;461;3;11;C;0;N;5
6021;12/7/13 7:15;627;5;19;C;0;N;5
6022;12/7/13 7:15;102;1;4;C;0;N;5
6023;12/7/13 7:15;289;3;12;C;0;N;5
98004;12/7/13 7:15;168;40;46;G;0;N;5
98005;12/7/13 7:15;24;5;6;G;0;N;5
98006;12/7/13 7:15;12;6;6;G;0;N;5
98009;12/7/13 7:15;0;0;0;G;0;N;5
14RL11PM01;12/7/13 7:00;260;3;0;Z;58;N;6
14RL30PM01;12/7/13 7:00;40;0;0;Z;29;N;6
14RM32PM01;12/7/13 7:00;200;2;0;Z;58;N;6
14RN01PM01;12/7/13 7:00;560;7;0;Z;46;N;6
2025;12/7/13 7:15;0;0;0;C;0;N;5
4024;12/7/13 7:15;0;0;0;C;0;N;4
13034;12/7/13 7:15;9;1;2;C;0;N;5
16051;12/7/13 7:15;11;0;1;C;0;N;4
6024;12/7/13 7:15;1024;4;27;C;0;N;5
6025;12/7/13 7:15;1084;4;28;C;0;N;5
6026;12/7/13 7:15;127;4;12;C;0;N;5
6027;12/7/13 7:15;1033;5;27;C;0;N;5
6028;12/7/13 7:15;805;4;21;C;0;N;5
6029;12/7/13 7:15;949;6;35;C;0;N;5
6030;12/7/13 7:15;737;11;26;C;0;N;5
PM30902;12/7/13 7:15;624;7;30;M;50;N;5
PM31263;12/7/13 7:15;1008;3;23;M;92;N;5
PM31264;12/7/13 7:15;300;2;14;M;76;N;5
PM31301;12/7/13 7:15;852;5;16;M;59;N;5
PM31451;12/7/13 7:15;1884;4;22;M;74;N;5
PM31452;12/7/13 7:15;2856;5;33;M;86;N;5
PM31453;12/7/13 7:15;1668;6;38;M;-1;N;5
PM31801;12/7/13 7:15;1896;5;24;M;66;N;5
PM32051;12/7/13 7:15;816;5;20;M;75;N;5
PM32351;12/7/13 7:15;1692;3;17;M;92;N;5
PM32352;12/7/13 7:15;264;2;12;M;67;N;5
PM33031;12/7/13 7:15;1980;13;47;M;89;N;5
PM33032;12/7/13 7:15;264;6;15;M;67;N;5
PM33151;12/7/13 7:15;1452;9;35;M;63;N;5
PM33152;12/7/13 7:15;732;3;17;M;71;N;5
PM33201;12/7/13 7:15;2076;4;31;M;105;N;5
PM33202;12/7/13 7:15;324;2;15;M;61;N;5
PM40442;12/7/13 7:15;648;3;15;M;86;N;5
PM40461;12/7/13 7:15;3924;7;44;M;92;N;5
PM40751;12/7/13 7:15;1188;4;50;M;90;N;5
PM40752;12/7/13 7:15;480;4;13;M;77;N;5
PM40753;12/7/13 7:15;84;1;4;M;56;N;5
PM40754;12/7/13 7:15;1740;6;47;M;71;N;5
PM40755;12/7/13 7:15;1248;10;55;M;72;N;5
PM40901;12/7/13 7:15;1740;4;26;M;86;N;5
PM40902;12/7/13 7:15;144;1;7;M;56;N;5
PM41261;12/7/13 7:15;1932;7;43;M;80;N;5
PM41262;12/7/13 7:15;684;3;15;M;78;N;5
PM41301;12/7/13 7:15;2100;7;32;M;69;N;5
PM41302;12/7/13 7:15;480;9;17;M;51;N;5
PM41351;12/7/13 7:15;2328;9;30;M;46;N;5
PM41451;12/7/13 7:15;4536;13;66;M;65;N;5
50003;12/7/13 7:15;315;3;16;D;0;N;5
50004;12/7/13 7:15;405;16;30;D;0;N;5
50005;12/7/13 7:15;162;2;8;D;0;N;5
50006;12/7/13 7:15;171;4;15;D;0;N;5
50007;12/7/13 7:15;153;3;13;D;0;N;5
50009;12/7/13 7:15;270;6;21;D;0;N;5
50011;12/7/13 7:15;36;1;2;D;0;N;5
50012;12/7/13 7:15;117;3;10;D;0;N;5
50013;12/7/13 7:15;99;2;7;D;0;N;5
50015;12/7/13 7:15;171;3;14;D;0;N;5
