identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
PM42353;1/12/13 0:00;228;1;6;M;77;N;5
PM43222;1/12/13 0:00;108;1;5;M;57;N;5
PM43032;1/12/13 0:00;252;3;13;M;72;N;5
PM43151;1/12/13 0:00;1368;4;22;M;67;N;5
PM43152;1/12/13 0:00;48;0;1;M;50;N;5
PM43201;1/12/13 0:00;816;1;12;M;89;N;5
PM43202;1/12/13 0:00;120;0;5;M;104;N;5
PM43221;1/12/13 0:00;720;3;16;M;92;N;5
71025;1/12/13 2:15;12;0;1;F;0;N;5
75004;1/12/13 2:15;36;0;3;F;0;N;5
75005;1/12/13 2:15;80;0;3;F;0;N;5
75006;1/12/13 2:15;24;0;1;F;0;N;5
75007;1/12/13 2:15;60;0;5;F;0;N;5
75008;1/12/13 2:15;60;0;5;F;0;N;5
75010;1/12/13 2:15;96;2;5;F;0;N;5
75011;1/12/13 2:15;60;1;2;F;0;N;5
75012;1/12/13 2:15;24;0;2;F;0;N;5
75013;1/12/13 2:15;76;0;2;F;0;N;5
75014;1/12/13 2:15;60;0;1;F;0;N;5
24001;1/12/13 0:00;60;1;3;D;0;N;5
38036;1/12/13 0:00;192;14;26;D;0;N;5
38037;1/12/13 0:00;304;11;29;D;0;N;5
81018;1/12/13 0:00;269;1;7;D;0;N;5
81019;1/12/13 0:00;234;4;18;D;0;N;5
86025;1/12/13 0:00;0;100;100;D;0;N;4
88005;1/12/13 0:00;104;11;13;D;0;N;4
89006;1/12/13 0:00;70;2;4;D;0;N;5
89007;1/12/13 0:00;41;0;2;D;0;N;5
89008;1/12/13 0:00;31;3;3;D;0;N;5
89009;1/12/13 0:00;288;2;11;D;0;N;5
89010;1/12/13 0:00;108;1;4;D;0;N;5
89011;1/12/13 0:00;86;15;17;D;0;N;5
89012;1/12/13 0:00;480;3;18;D;0;N;5
1003;1/12/13 0:00;1180;15;31;E;0;N;5
1004;1/12/13 0:00;1160;5;18;E;0;N;5
1005;1/12/13 0:00;1348;5;25;E;0;N;5
1006;1/12/13 0:00;1204;6;19;E;0;N;5
1001;1/12/13 0:00;90;1;3;E;0;N;4
2008;1/12/13 0:00;75;6;7;E;0;N;4
2012;1/12/13 0:00;452;35;24;E;0;N;5
2013;1/12/13 0:00;420;1;9;E;0;N;5
2014;1/12/13 0:00;120;2;7;E;0;N;4
2015;1/12/13 0:00;476;1;10;E;0;N;5
2016;1/12/13 0:00;496;2;11;E;0;N;5
2017;1/12/13 0:00;588;4;20;E;0;N;5
2019;1/12/13 0:00;124;0;2;E;0;N;5
2020;1/12/13 0:00;432;1;9;E;0;N;5
2021;1/12/13 0:00;300;2;11;E;0;N;5
2022;1/12/13 0:00;684;3;25;E;0;N;5
2023;1/12/13 0:00;140;1;4;E;0;N;5
2024;1/12/13 0:00;100;0;3;E;0;N;4
2026;1/12/13 0:00;32;8;5;E;0;N;5
2027;1/12/13 0:00;40;1;5;E;0;N;5
2028;1/12/13 0:00;33;9;6;E;0;N;3
2033;1/12/13 0:00;50;10;7;E;0;N;4
2037;1/12/13 0:00;852;3;11;E;0;N;5
2038;1/12/13 0:00;548;1;8;E;0;N;5
2039;1/12/13 0:00;668;1;9;E;0;N;5
2040;1/12/13 0:00;468;8;10;E;0;N;5
2041;1/12/13 0:00;556;1;7;E;0;N;5
2052;1/12/13 0:00;75;1;4;E;0;N;4
